id_log,utilisateur_id,action,timestamp,entite_affectee,valeur_avant,valeur_apres
331,52,modification,2025-04-22 14:19:29,transaction,Ancienne valeur de transaction,Nouvelle valeur de transaction
332,175,suppression,2025-04-22 14:20:37,utilisateur,Utilisateur existant(e),Utilisateur supprime(e)
333,113,suppression,2025-04-22 14:16:46,utilisateur,Utilisateur existant(e),Utilisateur supprime(e)
334,300,consultation,2025-04-22 14:20:20,client,N/A,Consultation des donnees de client
335,294,suppression,2025-04-22 14:16:02,compte,Compte existant(e),Compte supprime(e)
336,423,suppression,2025-04-22 14:21:14,transaction,Transaction existant(e),Transaction supprime(e)
337,232,suppression,2025-04-22 14:19:23,role,Role existant(e),Role supprime(e)
338,334,suppression,2025-04-22 14:21:08,reclamation,Reclamation existant(e),Reclamation supprime(e)
339,371,modification,2025-04-22 14:18:22,compte,Ancienne valeur de compte,Nouvelle valeur de compte
340,119,suppression,2025-04-22 14:19:42,client,Client existant(e),Client supprime(e)
341,419,modification,2025-04-22 14:16:13,client,Ancienne valeur de client,Nouvelle valeur de client
342,462,suppression,2025-04-22 14:20:51,client,Client existant(e),Client supprime(e)
343,281,connexion,2025-04-22 14:20:25,utilisateur,N/A,Connexion reussie
344,257,suppression,2025-04-22 14:18:43,client,Client existant(e),Client supprime(e)
345,340,suppression,2025-04-22 14:19:00,produit,Produit existant(e),Produit supprime(e)
346,121,connexion,2025-04-22 14:16:54,transaction,N/A,Connexion reussie
347,438,creation,2025-04-22 14:18:37,utilisateur,,Creation d'un nouvel(le) utilisateur
348,65,modification,2025-04-22 14:16:31,produit,Ancienne valeur de produit,Nouvelle valeur de produit
349,185,consultation,2025-04-22 14:20:15,utilisateur,N/A,Consultation des donnees de utilisateur
350,340,consultation,2025-04-22 14:17:36,client,N/A,Consultation des donnees de client
351,412,suppression,2025-04-22 14:15:42,produit,Produit existant(e),Produit supprime(e)
352,314,consultation,2025-04-22 14:19:48,client,N/A,Consultation des donnees de client
353,336,suppression,2025-04-22 14:17:25,utilisateur,Utilisateur existant(e),Utilisateur supprime(e)
354,397,creation,2025-04-22 14:20:08,compte,,Creation d'un nouvel(le) compte
355,479,modification,2025-04-22 14:19:13,compte,Ancienne valeur de compte,Nouvelle valeur de compte
356,110,modification,2025-04-22 14:18:47,client,Ancienne valeur de client,Nouvelle valeur de client
357,417,consultation,2025-04-22 14:18:22,utilisateur,N/A,Consultation des donnees de utilisateur
358,447,consultation,2025-04-22 14:19:01,compte,N/A,Consultation des donnees de compte
359,196,suppression,2025-04-22 14:19:22,role,Role existant(e),Role supprime(e)
360,173,consultation,2025-04-22 14:17:53,reclamation,N/A,Consultation des donnees de reclamation
361,175,connexion,2025-04-22 14:20:18,utilisateur,N/A,Connexion reussie
362,439,modification,2025-04-22 14:16:38,compte,Ancienne valeur de compte,Nouvelle valeur de compte
363,5,consultation,2025-04-22 14:16:58,role,N/A,Consultation des donnees de role
364,10,modification,2025-04-22 14:15:37,transaction,Ancienne valeur de transaction,Nouvelle valeur de transaction
365,279,suppression,2025-04-22 14:16:31,role,Role existant(e),Role supprime(e)
366,387,consultation,2025-04-22 14:21:16,reclamation,N/A,Consultation des donnees de reclamation
367,449,modification,2025-04-22 14:20:52,role,Ancienne valeur de role,Nouvelle valeur de role
368,231,suppression,2025-04-22 14:18:41,produit,Produit existant(e),Produit supprime(e)
369,34,modification,2025-04-22 14:20:39,compte,Ancienne valeur de compte,Nouvelle valeur de compte
370,490,suppression,2025-04-22 14:17:42,utilisateur,Utilisateur existant(e),Utilisateur supprime(e)
371,203,connexion,2025-04-22 14:21:24,transaction,N/A,Connexion reussie
372,280,suppression,2025-04-22 14:16:24,compte,Compte existant(e),Compte supprime(e)
373,450,connexion,2025-04-22 14:17:48,produit,N/A,Connexion reussie
374,131,connexion,2025-04-22 14:15:57,reclamation,N/A,Connexion reussie
375,323,connexion,2025-04-22 14:19:55,compte,N/A,Connexion reussie
376,59,suppression,2025-04-22 14:16:34,role,Role existant(e),Role supprime(e)
377,21,creation,2025-04-22 14:19:37,role,,Creation d'un nouvel(le) role
378,302,modification,2025-04-22 14:21:25,produit,Ancienne valeur de produit,Nouvelle valeur de produit
379,141,connexion,2025-04-22 14:18:01,client,N/A,Connexion reussie
380,231,creation,2025-04-22 14:18:04,utilisateur,,Creation d'un nouvel(le) utilisateur
381,404,creation,2025-04-22 14:17:58,client,,Creation d'un nouvel(le) client
382,324,connexion,2025-04-22 14:20:48,client,N/A,Connexion reussie
383,377,consultation,2025-04-22 14:19:35,client,N/A,Consultation des donnees de client
384,372,modification,2025-04-22 14:21:15,utilisateur,Ancienne valeur de utilisateur,Nouvelle valeur de utilisateur
385,398,creation,2025-04-22 14:18:42,client,,Creation d'un nouvel(le) client
386,413,suppression,2025-04-22 14:19:58,compte,Compte existant(e),Compte supprime(e)
387,427,consultation,2025-04-22 14:16:17,produit,N/A,Consultation des donnees de produit
388,221,modification,2025-04-22 14:17:22,compte,Ancienne valeur de compte,Nouvelle valeur de compte
389,49,suppression,2025-04-22 14:16:43,transaction,Transaction existant(e),Transaction supprime(e)
390,114,modification,2025-04-22 14:15:53,role,Ancienne valeur de role,Nouvelle valeur de role
391,436,creation,2025-04-22 14:18:32,produit,,Creation d'un nouvel(le) produit
392,443,modification,2025-04-22 14:16:06,transaction,Ancienne valeur de transaction,Nouvelle valeur de transaction
393,53,suppression,2025-04-22 14:18:51,reclamation,Reclamation existant(e),Reclamation supprime(e)
394,68,consultation,2025-04-22 14:20:59,utilisateur,N/A,Consultation des donnees de utilisateur
395,193,modification,2025-04-22 14:17:05,client,Ancienne valeur de client,Nouvelle valeur de client
396,479,modification,2025-04-22 14:17:52,role,Ancienne valeur de role,Nouvelle valeur de role
397,131,connexion,2025-04-22 14:16:17,client,N/A,Connexion reussie
398,17,suppression,2025-04-22 14:17:33,compte,Compte existant(e),Compte supprime(e)
399,294,creation,2025-04-22 14:21:34,compte,,Creation d'un nouvel(le) compte
400,430,suppression,2025-04-22 14:18:28,role,Role existant(e),Role supprime(e)
401,439,connexion,2025-04-22 14:20:40,produit,N/A,Connexion reussie
402,273,suppression,2025-04-22 14:18:47,compte,Compte existant(e),Compte supprime(e)
403,20,connexion,2025-04-22 14:20:31,role,N/A,Connexion reussie
404,95,consultation,2025-04-22 14:17:35,compte,N/A,Consultation des donnees de compte
405,243,suppression,2025-04-22 14:15:35,role,Role existant(e),Role supprime(e)
406,7,consultation,2025-04-22 14:20:20,role,N/A,Consultation des donnees de role
407,303,suppression,2025-04-22 14:16:25,reclamation,Reclamation existant(e),Reclamation supprime(e)
408,331,consultation,2025-04-22 14:16:20,reclamation,N/A,Consultation des donnees de reclamation
409,370,modification,2025-04-22 14:20:28,transaction,Ancienne valeur de transaction,Nouvelle valeur de transaction
410,469,suppression,2025-04-22 14:17:25,compte,Compte existant(e),Compte supprime(e)
411,42,consultation,2025-04-22 14:19:19,role,N/A,Consultation des donnees de role
412,480,connexion,2025-04-22 14:15:53,role,N/A,Connexion reussie
413,363,modification,2025-04-22 14:15:55,utilisateur,Ancienne valeur de utilisateur,Nouvelle valeur de utilisateur
414,412,suppression,2025-04-22 14:16:04,reclamation,Reclamation existant(e),Reclamation supprime(e)
415,93,suppression,2025-04-22 14:19:42,client,Client existant(e),Client supprime(e)
416,300,consultation,2025-04-22 14:16:40,compte,N/A,Consultation des donnees de compte
417,364,suppression,2025-04-22 14:21:27,produit,Produit existant(e),Produit supprime(e)
418,38,modification,2025-04-22 14:17:22,reclamation,Ancienne valeur de reclamation,Nouvelle valeur de reclamation
419,482,suppression,2025-04-22 14:17:28,role,Role existant(e),Role supprime(e)
420,449,creation,2025-04-22 14:19:26,transaction,,Creation d'un nouvel(le) transaction
421,240,consultation,2025-04-22 14:21:02,role,N/A,Consultation des donnees de role
422,477,creation,2025-04-22 14:17:01,compte,,Creation d'un nouvel(le) compte
423,330,creation,2025-04-22 14:21:28,produit,,Creation d'un nouvel(le) produit
424,314,modification,2025-04-22 14:18:47,utilisateur,Ancienne valeur de utilisateur,Nouvelle valeur de utilisateur
425,317,modification,2025-04-22 14:21:05,role,Ancienne valeur de role,Nouvelle valeur de role
426,3,suppression,2025-04-22 14:21:09,transaction,Transaction existant(e),Transaction supprime(e)
427,425,suppression,2025-04-22 14:16:42,client,Client existant(e),Client supprime(e)
428,380,creation,2025-04-22 14:16:39,role,,Creation d'un nouvel(le) role
429,3,suppression,2025-04-22 14:16:29,utilisateur,Utilisateur existant(e),Utilisateur supprime(e)
430,417,modification,2025-04-22 14:17:12,transaction,Ancienne valeur de transaction,Nouvelle valeur de transaction
431,378,modification,2025-04-22 14:18:36,role,Ancienne valeur de role,Nouvelle valeur de role
432,6,modification,2025-04-22 14:16:22,transaction,Ancienne valeur de transaction,Nouvelle valeur de transaction
433,129,suppression,2025-04-22 14:15:39,produit,Produit existant(e),Produit supprime(e)
434,285,suppression,2025-04-22 14:16:50,client,Client existant(e),Client supprime(e)
435,463,consultation,2025-04-22 14:17:08,produit,N/A,Consultation des donnees de produit
436,470,modification,2025-04-22 14:20:00,produit,Ancienne valeur de produit,Nouvelle valeur de produit
437,354,consultation,2025-04-22 14:16:38,reclamation,N/A,Consultation des donnees de reclamation
438,241,suppression,2025-04-22 14:21:21,transaction,Transaction existant(e),Transaction supprime(e)
439,113,creation,2025-04-22 14:18:37,compte,,Creation d'un nouvel(le) compte
440,465,connexion,2025-04-22 14:17:07,compte,N/A,Connexion reussie
441,500,connexion,2025-04-22 14:19:16,transaction,N/A,Connexion reussie
442,74,connexion,2025-04-22 14:21:10,produit,N/A,Connexion reussie
443,117,connexion,2025-04-22 14:20:31,client,N/A,Connexion reussie
444,280,connexion,2025-04-22 14:20:55,client,N/A,Connexion reussie
445,114,connexion,2025-04-22 14:19:26,produit,N/A,Connexion reussie
446,36,suppression,2025-04-22 14:21:28,client,Client existant(e),Client supprime(e)
447,7,suppression,2025-04-22 14:15:36,reclamation,Reclamation existant(e),Reclamation supprime(e)
448,192,creation,2025-04-22 14:19:18,produit,,Creation d'un nouvel(le) produit
449,276,creation,2025-04-22 14:16:04,utilisateur,,Creation d'un nouvel(le) utilisateur
450,87,creation,2025-04-22 14:20:46,client,,Creation d'un nouvel(le) client
451,465,suppression,2025-04-22 14:15:49,compte,Compte existant(e),Compte supprime(e)
452,260,suppression,2025-04-22 14:20:18,transaction,Transaction existant(e),Transaction supprime(e)
453,120,suppression,2025-04-22 14:21:03,client,Client existant(e),Client supprime(e)
454,110,suppression,2025-04-22 14:18:04,transaction,Transaction existant(e),Transaction supprime(e)
455,477,creation,2025-04-22 14:19:11,utilisateur,,Creation d'un nouvel(le) utilisateur
456,498,suppression,2025-04-22 14:19:58,transaction,Transaction existant(e),Transaction supprime(e)
457,11,consultation,2025-04-22 14:19:26,utilisateur,N/A,Consultation des donnees de utilisateur
458,76,consultation,2025-04-22 14:21:35,compte,N/A,Consultation des donnees de compte
459,75,consultation,2025-04-22 14:21:11,produit,N/A,Consultation des donnees de produit
460,286,creation,2025-04-22 14:17:14,client,,Creation d'un nouvel(le) client
461,42,creation,2025-04-22 14:17:46,compte,,Creation d'un nouvel(le) compte
462,335,consultation,2025-04-22 14:21:07,client,N/A,Consultation des donnees de client
463,453,consultation,2025-04-22 14:15:58,transaction,N/A,Consultation des donnees de transaction
464,275,connexion,2025-04-22 14:16:17,utilisateur,N/A,Connexion reussie
465,252,modification,2025-04-22 14:17:46,compte,Ancienne valeur de compte,Nouvelle valeur de compte
466,466,connexion,2025-04-22 14:16:13,reclamation,N/A,Connexion reussie
467,158,modification,2025-04-22 14:21:29,reclamation,Ancienne valeur de reclamation,Nouvelle valeur de reclamation
468,179,suppression,2025-04-22 14:15:44,transaction,Transaction existant(e),Transaction supprime(e)
469,73,suppression,2025-04-22 14:16:51,produit,Produit existant(e),Produit supprime(e)
470,223,consultation,2025-04-22 14:19:49,utilisateur,N/A,Consultation des donnees de utilisateur
471,419,modification,2025-04-22 14:19:00,reclamation,Ancienne valeur de reclamation,Nouvelle valeur de reclamation
472,390,consultation,2025-04-22 14:20:48,role,N/A,Consultation des donnees de role
473,228,connexion,2025-04-22 14:18:27,compte,N/A,Connexion reussie
474,108,modification,2025-04-22 14:19:00,utilisateur,Ancienne valeur de utilisateur,Nouvelle valeur de utilisateur
475,103,modification,2025-04-22 14:19:23,produit,Ancienne valeur de produit,Nouvelle valeur de produit
476,392,modification,2025-04-22 14:16:25,compte,Ancienne valeur de compte,Nouvelle valeur de compte
477,247,suppression,2025-04-22 14:20:40,client,Client existant(e),Client supprime(e)
478,313,modification,2025-04-22 14:16:22,transaction,Ancienne valeur de transaction,Nouvelle valeur de transaction
479,449,creation,2025-04-22 14:20:43,compte,,Creation d'un nouvel(le) compte
480,496,suppression,2025-04-22 14:20:05,role,Role existant(e),Role supprime(e)
481,15,creation,2025-04-22 14:20:38,compte,,Creation d'un nouvel(le) compte
482,181,consultation,2025-04-22 14:21:35,transaction,N/A,Consultation des donnees de transaction
483,166,modification,2025-04-22 14:16:25,produit,Ancienne valeur de produit,Nouvelle valeur de produit
484,135,consultation,2025-04-22 14:17:43,transaction,N/A,Consultation des donnees de transaction
485,475,modification,2025-04-22 14:17:24,client,Ancienne valeur de client,Nouvelle valeur de client
486,121,modification,2025-04-22 14:21:03,role,Ancienne valeur de role,Nouvelle valeur de role
487,62,consultation,2025-04-22 14:18:24,client,N/A,Consultation des donnees de client
488,51,suppression,2025-04-22 14:18:13,produit,Produit existant(e),Produit supprime(e)
489,332,consultation,2025-04-22 14:17:25,transaction,N/A,Consultation des donnees de transaction
490,374,suppression,2025-04-22 14:21:02,client,Client existant(e),Client supprime(e)
491,383,connexion,2025-04-22 14:16:07,role,N/A,Connexion reussie
492,130,consultation,2025-04-22 14:19:16,compte,N/A,Consultation des donnees de compte
493,268,modification,2025-04-22 14:20:25,role,Ancienne valeur de role,Nouvelle valeur de role
494,243,creation,2025-04-22 14:19:34,compte,,Creation d'un nouvel(le) compte
495,326,suppression,2025-04-22 14:20:56,utilisateur,Utilisateur existant(e),Utilisateur supprime(e)
496,463,connexion,2025-04-22 14:21:06,produit,N/A,Connexion reussie
497,301,suppression,2025-04-22 14:16:25,produit,Produit existant(e),Produit supprime(e)
498,337,creation,2025-04-22 14:20:25,transaction,,Creation d'un nouvel(le) transaction
499,47,connexion,2025-04-22 14:20:46,produit,N/A,Connexion reussie
500,370,modification,2025-04-22 14:19:03,compte,Ancienne valeur de compte,Nouvelle valeur de compte
